record,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,id,null_field_count,birth_year,death_year,name_without_dates,has_life_dates,pub_year,normalized_name,context,primary_context,domain_context,context_completeness,entity_mentions,has_vector,primary_domain,temp_cluster,cluster_id,canonical_name
"Contributor: Lucan
Title: Exercises français, calqués sur les principes de La grammaire selon l'Académie
Attribution: par Bonneau et Lucan, rev. par M. Michaud
Subjects: French language--Composition and exercises
Provision information: Paris: Chez l'auteur; New York: R. Lockwood, 1855; 21. éd.",7001 $aLucan.,Lucan,Contributor,"Exercises français, calqués sur les principes de La grammaire selon l'Académie","par Bonneau et Lucan, rev. par M. Michaud","Paris: Chez l'auteur New York: R. Lockwood, 1855 21. éd.",French language--Composition and exercises,,,1999940,1999940#Agent700-18,2,,,Lucan,False,1855,lucan,"Lucan Exercises français, calqués sur les principes de La grammaire selon l'Académie Contributor French language--Composition and exercises  ","Lucan Exercises français, calqués sur les principes de La grammaire selon l'Académie Contributor",French language--Composition and exercises ,0.6,Acade;Composition;Contributor;Exercises;French,True,language_and_literature,126.0,36,"Lucan, 39-65"
"Contributor: Lucan
Title: Corrigé des Exercises français, ouvrage en rapport avec La grammaire selon l'Académie
Attribution: par Bonneau et Lucan, revu par M. Michaud
Subjects: French language--Composition and exercises
Provision information: Paris: Chez les auteurs; New York: R. Lockwood, 1852; 4. éd.",7000 $aLucan.,Lucan,Contributor,"Corrigé des Exercises français, ouvrage en rapport avec La grammaire selon l'Académie","par Bonneau et Lucan, revu par M. Michaud","Paris: Chez les auteurs New York: R. Lockwood, 1852 4. éd.",French language--Composition and exercises,,,1999937,1999937#Agent700-18,2,,,Lucan,False,1852,lucan,"Lucan Corrigé des Exercises français, ouvrage en rapport avec La grammaire selon l'Académie Contributor French language--Composition and exercises  ","Lucan Corrigé des Exercises français, ouvrage en rapport avec La grammaire selon l'Académie Contributor",French language--Composition and exercises ,0.6,Acade;Composition;Contributor;Corrige;Exercises;French,True,language_and_literature,126.0,36,"Lucan, 39-65"
"Contributor: Lucan, 39-65
Title: La Pharsale
Attribution: Traduction de Marmontel, revue et complétée avec le plus grand soin par m.H. Durand ... Précédée d'une étude sur la Pharsale par m. Charpentier
Subjects: Rome--History--Civil War, 49-45 B.C; Pharsalus, Battle of, Farsala, Greece, 48 B.C.
Provision information: Paris: Garnier frères, 1865","1000 $aLucan,$d39-65.","Lucan, 39-65",Contributor,La Pharsale,"Traduction de Marmontel, revue et complétée avec le plus grand soin par m.H. Durand ... Précédée d'une étude sur la Pharsale par m. Charpentier","Paris: Garnier frères, 1865","Rome--History--Civil War, 49-45 B.C; Pharsalus, Battle of, Farsala, Greece, 48 B.C.",,,2465139,2465139#Agent100-13,2,,,"Lucan, 39-65",False,1865,lucan 39 65,"Lucan, 39-65 La Pharsale Contributor Rome--History--Civil War, 49-45 B.C; Pharsalus, Battle of, Farsala, Greece, 48 B.C.  ","Lucan, 39-65 La Pharsale Contributor","Rome--History--Civil War, 49-45 B.C; Pharsalus, Battle of, Farsala, Greece, 48 B.C. ",0.6,Battle;Civil War;Contributor;Farsala;Greece;History;La Pharsale;Pharsalus;Rome,True,history,36.0,36,"Lucan, 39-65"
"Contributor: Lucan, 39-65
Title: La Pharsale
Version of: Pharsalia. French & Latin. 1865
Attribution: Traduction de Marmontel, revue et complétée avec le plus grand soin par m.H. Durand ... Précédée d'une étude sur la Pharsale par m. Charpentier
Subjects: Rome--History--Civil War, 49-45 B.C; Pharsalus, Battle of, Farsala, Greece, 48 B.C.
Provision information: Paris: Garnier frères, 1865","1000 $aLucan,$d39-65.","Lucan, 39-65",Contributor,La Pharsale,"Traduction de Marmontel, revue et complétée avec le plus grand soin par m.H. Durand ... Précédée d'une étude sur la Pharsale par m. Charpentier","Paris: Garnier frères, 1865","Rome--History--Civil War, 49-45 B.C; Pharsalus, Battle of, Farsala, Greece, 48 B.C.",,Pharsalia. French & Latin. 1865,2465139,2465139#Hub240-14-Agent,1,,,"Lucan, 39-65",False,1865,lucan 39 65,"Lucan, 39-65 La Pharsale Contributor Rome--History--Civil War, 49-45 B.C; Pharsalus, Battle of, Farsala, Greece, 48 B.C.  Pharsalia. French & Latin. 1865","Lucan, 39-65 La Pharsale Contributor","Rome--History--Civil War, 49-45 B.C; Pharsalus, Battle of, Farsala, Greece, 48 B.C. ",0.8,Battle;Civil War;Contributor;Farsala;Greece;History;La Pharsale;Pharsalus;Rome,True,history,36.0,36,"Lucan, 39-65"
"Subject: Lucan, 39-65
Title: Seckendoffs Lucan
Attribution: von Friedrich Gundolf
Subjects: Lucan, 39-65. Pharsalia; Seckendorf, Veit Ludwig von, 1626-1692
Provision information: Heidelberg: c. Winter, 1930","60000$aLucan,$d39-65.$tPharsalia.","Lucan, 39-65",Subject,Seckendoffs Lucan,von Friedrich Gundolf,"Heidelberg: c. Winter, 1930","Lucan, 39-65. Pharsalia; Seckendorf, Veit Ludwig von, 1626-1692",,,2271190,2271190#Agent600-19,2,,,"Lucan, 39-65",False,1930,lucan 39 65,"Lucan, 39-65 Seckendoffs Lucan Subject Lucan, 39-65. Pharsalia; Seckendorf, Veit Ludwig von, 1626-1692  ","Lucan, 39-65 Seckendoffs Lucan Subject","Lucan, 39-65. Pharsalia; Seckendorf, Veit Ludwig von, 1626-1692 ",0.6,Lucan;Pharsalia;Seckendoffs Lucan;Seckendorf;Subject;Veit Ludwig,True,,36.0,36,"Lucan, 39-65"
"Contributor: Butler, Samuel, 1612-1680
Title: Hudibras: a poem
Attribution: by Samuel Butler; with a biographical sketch of the author
Provision information: London: Jones & Company, 1825","1001 $aButler, Samuel,$d1612-1680.","Butler, Samuel, 1612-1680",Contributor,Hudibras: a poem,by Samuel Butler; with a biographical sketch of the author,"London: Jones & Company, 1825",,,,2037119,2037119#Agent100-12,3,1612,1680,"Butler, Samuel",True,1825,butler samuel,"Butler, Samuel, 1612-1680 Hudibras: a poem Contributor   ","Butler, Samuel, 1612-1680 Hudibras: a poem Contributor", ,0.4,Contributor;Hudibras,True,,20.0,1,"Newman, John Henry, 1801-1890"
"Contributor: Butler, Samuel, 1612-1680
Title: Hudibras: in three parts
Attribution: Written in the time of the late wars. Corrected and amended: with additions. To which is added annotations to the third part, with an exact index to the whole; never before printed. Adorn'd with cuts.
Provision information: London: Printed for R. Chiswel, J. Tonson, T. Horne, and R. Wellington, MDCCX","1001 $aButler, Samuel,$d1612-1680.","Butler, Samuel, 1612-1680",Contributor,Hudibras: in three parts,"Written in the time of the late wars. Corrected and amended: with additions. To which is added annotations to the third part, with an exact index to the whole; never before printed. Adorn'd with cuts.","London: Printed for R. Chiswel, J. Tonson, T. Horne, and R. Wellington, MDCCX",,,,2035509,2035509#Agent100-12,3,1612,1680,"Butler, Samuel",True,,butler samuel,"Butler, Samuel, 1612-1680 Hudibras: in three parts Contributor   ","Butler, Samuel, 1612-1680 Hudibras: in three parts Contributor", ,0.4,Contributor;Hudibras,True,,20.0,1,"Newman, John Henry, 1801-1890"
"Contributor: Butler, John, 1717-1802
Title: A sermon preached before the Honourable House of Commons, at the Church of St. Margaret's, Westminster, on Friday, December 13, 1776: being the day appointed by His Majesty's Royal Proclamation to be observed as a day of solemn fasting and humiliation
Attribution: by John Butler ...
Subjects: Fast-day sermons; United States--History--Revolution, 1775-1783
Provision information: London: Printed for T. Cadell, 1777; The second edition","1001 $aButler, John,$d1717-1802.","Butler, John, 1717-1802",Contributor,"A sermon preached before the Honourable House of Commons, at the Church of St. Margaret's, Westminster, on Friday, December 13, 1776: being the day appointed by His Majesty's Royal Proclamation to be observed as a day of solemn fasting and humiliation",by John Butler ...,"London: Printed for T. Cadell, 1777 The second edition","Fast-day sermons; United States--History--Revolution, 1775-1783",,,2032355,2032355#Agent100-12,2,1717,1802,"Butler, John",True,1777,butler john,"Butler, John, 1717-1802 A sermon preached before the Honourable House of Commons, at the Church of St. Margaret's, Westminster, on Friday, December 13, 1776: being the day appointed by His Majesty's Royal Proclamation to be observed as a day of solemn fasting and humiliation Contributor Fast-day sermons; United States--History--Revolution, 1775-1783  ","Butler, John, 1717-1802 A sermon preached before the Honourable House of Commons, at the Church of St. Margaret's, Westminster, on Friday, December 13, 1776: being the day appointed by His Majesty's Royal Proclamation to be observed as a day of solemn fasting and humiliation Contributor","Fast-day sermons; United States--History--Revolution, 1775-1783 ",0.6,Church;Commons;Contributor;December;Fast;Friday;His Majesty;History;Honourable House;Margaret;Revolution;Royal Proclamation;United States;Westminster,True,history,39.0,1,"Newman, John Henry, 1801-1890"
"Subject: Koch, Robert, 1843-1910
Title: Robert Koch, a life in medicine and bacteriology
Attribution: Thomas D. Brock
Subjects: Microbiologists--Germany--Biography
Genres: Biographies
Provision information: Madison, WI: Science Tech Publishers; Berlin; New York: Springer-Verlag, c1988","60010$aKoch, Robert,$d1843-1910.","Koch, Robert, 1843-1910",Subject,"Robert Koch, a life in medicine and bacteriology",Thomas D. Brock,"Madison, WI: Science Tech Publishers Berlin; New York: Springer-Verlag, c1988",Microbiologists--Germany--Biography,Biographies,,2994927,2994927#Agent600-22,1,1843,1910,"Koch, Robert",True,,koch robert,"Koch, Robert, 1843-1910 Robert Koch, a life in medicine and bacteriology Subject Microbiologists--Germany--Biography Biographies ","Koch, Robert, 1843-1910 Robert Koch, a life in medicine and bacteriology Subject",Microbiologists--Germany--Biography Biographies,0.8,Biography;Germany;Microbiologists;Robert Koch;Subject,True,,40.0,26,"Bolton, Robert, 1572-1631"
"Contributor: Koch, Robert, 1843-1910
Title: Versuche über die Verwerthbarkeit heisser Wasserdämpfe zu Desinfectionzwecken
Attribution: Von Dr. Robert Koch, Dr. Gaffky und Dr. Loeffler.
Subjects: Steam as a disinfectant
Provision information: [Berlin]: [1881]","1001 $aKoch, Robert,$d1843-1910.","Koch, Robert, 1843-1910",Contributor,Versuche über die Verwerthbarkeit heisser Wasserdämpfe zu Desinfectionzwecken,"Von Dr. Robert Koch, Dr. Gaffky und Dr. Loeffler.",[Berlin]: [1881],Steam as a disinfectant,,,1930761,1930761#Agent100-10,2,1843,1910,"Koch, Robert",True,1881,koch robert,"Koch, Robert, 1843-1910 Versuche über die Verwerthbarkeit heisser Wasserdämpfe zu Desinfectionzwecken Contributor Steam as a disinfectant  ","Koch, Robert, 1843-1910 Versuche über die Verwerthbarkeit heisser Wasserdämpfe zu Desinfectionzwecken Contributor",Steam as a disinfectant ,0.6,Contributor;Desinfectionzwecken;Steam;Versuche;Verwerthbarkeit;Wasserda,True,,40.0,26,"Bolton, Robert, 1572-1631"
"Contributor: Koch, Robert, 1843-1910
Title: Robert Koch's Heilmittel gegen die Tuberculose
Attribution: [Articles by various authors]
Subjects: Tuberculosis
Provision information: Berlin: Thieme, 1890-91","1001 $aKoch, Robert,$d1843-1910.","Koch, Robert, 1843-1910",Contributor,Robert Koch's Heilmittel gegen die Tuberculose,[Articles by various authors],"Berlin: Thieme, 1890-91",Tuberculosis,,,1930748,1930748#Agent100-11,2,1843,1910,"Koch, Robert",True,1890,koch robert,"Koch, Robert, 1843-1910 Robert Koch's Heilmittel gegen die Tuberculose Contributor Tuberculosis  ","Koch, Robert, 1843-1910 Robert Koch's Heilmittel gegen die Tuberculose Contributor",Tuberculosis ,0.6,Contributor;Heilmittel;Robert Koch;Tuberculose;Tuberculosis,True,,40.0,26,"Bolton, Robert, 1572-1631"
"Contributor: Koch, Robert, 1843-1910
Title: Weitere Mittheilungen über ein Heilmittel gegen Tuberculose
Subjects: Tuberculosis","1001 $aKoch, Robert,$d1843-1910.","Koch, Robert, 1843-1910",Contributor,Weitere Mittheilungen über ein Heilmittel gegen Tuberculose,,,Tuberculosis,,,1931035,1931035#Agent100-11,4,1843,1910,"Koch, Robert",True,,koch robert,"Koch, Robert, 1843-1910 Weitere Mittheilungen über ein Heilmittel gegen Tuberculose Contributor Tuberculosis  ","Koch, Robert, 1843-1910 Weitere Mittheilungen über ein Heilmittel gegen Tuberculose Contributor",Tuberculosis ,0.19999999999999996,Contributor;Heilmittel;Tuberculose;Tuberculosis;Weitere Mittheilungen,True,,40.0,26,"Bolton, Robert, 1572-1631"
"Subject: Koch, Robert, 1843-1910
Title: Robert Koch: Arzt und Forscher; ein biographischer Roman
Genres: Fiction
Provision information: Hamburg: Mosaik Verlag, [1966]","60010$aKoch, Robert,$d1843-1910.","Koch, Robert, 1843-1910",Subject,Robert Koch: Arzt und Forscher; ein biographischer Roman,,"Hamburg: Mosaik Verlag, [1966]",,Fiction,,2276292,2276292#Agent600-18,3,1843,1910,"Koch, Robert",True,1966,koch robert,"Koch, Robert, 1843-1910 Robert Koch: Arzt und Forscher; ein biographischer Roman Subject  Fiction ","Koch, Robert, 1843-1910 Robert Koch: Arzt und Forscher; ein biographischer Roman Subject", Fiction,0.4,Arzt;Forscher;Robert Koch;Roman;Subject,True,,40.0,26,"Bolton, Robert, 1572-1631"
"Subject: Koch, Robert, 1843-1910
Title: Lebnensdienst: Robert Koch, Fridtjof Nansen, Albert Schweitzer, biographische fragmente, gasammelt und erläutert
Attribution: von J.H. Schouten
Subjects: Nansen, Fridtjof, 1861-1930; Schweitzer, Albert, 1875-1965
Provision information: Amsterdam: J.M. Meulenhoff, [1943]","60010$aKoch, Robert,$d1843-1910.","Koch, Robert, 1843-1910",Subject,"Lebnensdienst: Robert Koch, Fridtjof Nansen, Albert Schweitzer, biographische fragmente, gasammelt und erläutert",von J.H. Schouten,"Amsterdam: J.M. Meulenhoff, [1943]","Nansen, Fridtjof, 1861-1930; Schweitzer, Albert, 1875-1965",,,2750247,2750247#Agent600-17,2,1843,1910,"Koch, Robert",True,1943,koch robert,"Koch, Robert, 1843-1910 Lebnensdienst: Robert Koch, Fridtjof Nansen, Albert Schweitzer, biographische fragmente, gasammelt und erläutert Subject Nansen, Fridtjof, 1861-1930; Schweitzer, Albert, 1875-1965  ","Koch, Robert, 1843-1910 Lebnensdienst: Robert Koch, Fridtjof Nansen, Albert Schweitzer, biographische fragmente, gasammelt und erläutert Subject","Nansen, Fridtjof, 1861-1930; Schweitzer, Albert, 1875-1965 ",0.6,Albert;Albert Schweitzer;Fridtjof;Fridtjof Nansen;Lebnensdienst;Nansen;Robert Koch;Schweitzer;Subject,True,,40.0,26,"Bolton, Robert, 1572-1631"
"Contributor: Koch, Robert, 1843-1910
Title: Zur Aetiologie des Milzbrandes
Subjects: Anthrax; Bacillus anthracis
Provision information: Berlin: Gerschel, 1881","1001 $aKoch, Robert,$d1843-1910.","Koch, Robert, 1843-1910",Contributor,Zur Aetiologie des Milzbrandes,,"Berlin: Gerschel, 1881",Anthrax; Bacillus anthracis,,,1926037,1926037#Agent100-13,3,1843,1910,"Koch, Robert",True,1881,koch robert,"Koch, Robert, 1843-1910 Zur Aetiologie des Milzbrandes Contributor Anthrax; Bacillus anthracis  ","Koch, Robert, 1843-1910 Zur Aetiologie des Milzbrandes Contributor",Anthrax; Bacillus anthracis ,0.4,Anthrax;Bacillus;Contributor;Milzbrandes;Zur Aetiologie,True,,40.0,26,"Bolton, Robert, 1572-1631"
"Subject: Koch, Robert, 1843-1910
Title: Vorstoss ins mikrobenreich: Robert Koch begründet die moderne bakteriologie
Provision information: Berlin: W. Limpert, [1943]","60010$aKoch, Robert,$d1843-1910.","Koch, Robert, 1843-1910",Subject,Vorstoss ins mikrobenreich: Robert Koch begründet die moderne bakteriologie,,"Berlin: W. Limpert, [1943]",,,,1923666,1923666#Agent600-24,4,1843,1910,"Koch, Robert",True,1943,koch robert,"Koch, Robert, 1843-1910 Vorstoss ins mikrobenreich: Robert Koch begründet die moderne bakteriologie Subject   ","Koch, Robert, 1843-1910 Vorstoss ins mikrobenreich: Robert Koch begründet die moderne bakteriologie Subject", ,0.19999999999999996,Robert Koch;Subject;Vorstoss,True,,40.0,26,"Bolton, Robert, 1572-1631"
"Contributor: Koch, Robert, 1843-1910
Title: Fortsetzung der Mittheilungen über den Heilmittel gegen Tuberculose
Subjects: Tuberculosis","1001 $aKoch, Robert,$d1843-1910.","Koch, Robert, 1843-1910",Contributor,Fortsetzung der Mittheilungen über den Heilmittel gegen Tuberculose,,,Tuberculosis,,,1936738,1936738#Agent100-11,4,1843,1910,"Koch, Robert",True,,koch robert,"Koch, Robert, 1843-1910 Fortsetzung der Mittheilungen über den Heilmittel gegen Tuberculose Contributor Tuberculosis  ","Koch, Robert, 1843-1910 Fortsetzung der Mittheilungen über den Heilmittel gegen Tuberculose Contributor",Tuberculosis ,0.19999999999999996,Contributor;Fortsetzung;Heilmittel;Mittheilungen;Tuberculose;Tuberculosis,True,,40.0,26,"Bolton, Robert, 1572-1631"
"Contributor: Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927
Title: The Highlands and islands of Scotland painted by W. Smith, jun
Attribution: described by A. R. Hope Moncrieff
Subjects: Highlands (Scotland)--Description and travel; Scotland--Description and travel
Provision information: London: A. & C. Black, 1907; [Corr. ed.].","1001 $aMoncrieff, A. R. Hope$q(Ascott Robert Hope),$d1846-1927.","Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927",Contributor,"The Highlands and islands of Scotland painted by W. Smith, jun",described by A. R. Hope Moncrieff,"London: A. & C. Black, 1907 [Corr. ed.].",Highlands (Scotland)--Description and travel; Scotland--Description and travel,,,2535719,2535719#Agent100-13,2,1846,1927,"Moncrieff, A. R. Hope (Ascott Robert Hope)",True,1907,moncrieff a r hope ascott robert hope,"Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927 The Highlands and islands of Scotland painted by W. Smith, jun Contributor Highlands (Scotland)--Description and travel; Scotland--Description and travel  ","Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927 The Highlands and islands of Scotland painted by W. Smith, jun Contributor",Highlands (Scotland)--Description and travel; Scotland--Description and travel ,0.6,Contributor;Description;Highlands;Scotland;Smith;The Highlands,True,geography_anthropology_recreation,43.0,37,"Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927"
"Contributor: Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927
Title: London
Attribution: by A. R. Hope Moncrieff
Subjects: London (England)--Description and travel
Provision information: London: A. & C. Black, 1910","1001 $aMoncrieff, A. R. Hope$q(Ascott Robert Hope),$d1846-1927.","Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927",Contributor,London,by A. R. Hope Moncrieff,"London: A. & C. Black, 1910",London (England)--Description and travel,,,2530908,2530908#Agent100-13,2,1846,1927,"Moncrieff, A. R. Hope (Ascott Robert Hope)",True,1910,moncrieff a r hope ascott robert hope,"Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927 London Contributor London (England)--Description and travel  ","Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927 London Contributor",London (England)--Description and travel ,0.6,Contributor;Description;England;London,True,geography_anthropology_recreation,43.0,37,"Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927"
"Contributor: Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927
Title: Master John Bull: a holiday book for parents and schoolmasters
Attribution: by Ascott R. Hope
Subjects: Education
Provision information: Edinburgh: W.P. Nimmo, 1873; 2d ed.","1001 $aMoncrieff, A. R. Hope$q(Ascott Robert Hope),$d1846-1927.","Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927",Contributor,Master John Bull: a holiday book for parents and schoolmasters,by Ascott R. Hope,"Edinburgh: W.P. Nimmo, 1873 2d ed.",Education,,,2572469,2572469#Agent100-12,2,1846,1927,"Moncrieff, A. R. Hope (Ascott Robert Hope)",True,1873,moncrieff a r hope ascott robert hope,"Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927 Master John Bull: a holiday book for parents and schoolmasters Contributor Education  ","Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927 Master John Bull: a holiday book for parents and schoolmasters Contributor",Education ,0.6,Contributor;Education;Master John Bull,True,education,43.0,37,"Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927"
"Contributor: Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927
Title: A book about dominies: being the reflections and recollections of a member of the profession
Attribution: by Ascott R. Hope Moncrieff
Subjects: Teaching
Provision information: New York: Virtue and Yorston, 1869","1001 $aMoncrieff, A. R. Hope$q(Ascott Robert Hope),$d1846-1927.","Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927",Contributor,A book about dominies: being the reflections and recollections of a member of the profession,by Ascott R. Hope Moncrieff,"New York: Virtue and Yorston, 1869",Teaching,,,2547884,2547884#Agent100-12,2,1846,1927,"Moncrieff, A. R. Hope (Ascott Robert Hope)",True,1869,moncrieff a r hope ascott robert hope,"Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927 A book about dominies: being the reflections and recollections of a member of the profession Contributor Teaching  ","Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927 A book about dominies: being the reflections and recollections of a member of the profession Contributor",Teaching ,0.6,Contributor;Teaching,True,education,43.0,37,"Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927"
"Contributor: Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927
Title: Kidnapped, or Lewis Lloyd's adventures in Virginia
Attribution: by Ascott R. Hope
Genres: Fiction
Provision information: London: Sunday School Union, [1883?]","1001 $aMoncrieff, A. R. Hope$q(Ascott Robert Hope),$d1846-1927.","Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927",Contributor,"Kidnapped, or Lewis Lloyd's adventures in Virginia",by Ascott R. Hope,"London: Sunday School Union, [1883?]",,Fiction,,2554961,2554961#Agent100-12,2,1846,1927,"Moncrieff, A. R. Hope (Ascott Robert Hope)",True,1883,moncrieff a r hope ascott robert hope,"Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927 Kidnapped, or Lewis Lloyd's adventures in Virginia Contributor  Fiction ","Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927 Kidnapped, or Lewis Lloyd's adventures in Virginia Contributor", Fiction,0.6,Contributor;Kidnapped;Lewis Lloyd;Virginia,True,,43.0,37,"Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927"
"Contributor: Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927
Title: Black's guide to Dorset, Salisbury, Stonehenge, etc.
Attribution: Edited by A.R. Hope Moncrieff
Subjects: Dorset (England)--Description and travel
Provision information: London: A. and C. Black, 1902; 15th ed.","7001 $aMoncrieff, A. R. Hope$q(Ascott Robert Hope),$d1846-1927.","Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927",Contributor,"Black's guide to Dorset, Salisbury, Stonehenge, etc.",Edited by A.R. Hope Moncrieff,"London: A. and C. Black, 1902 15th ed.",Dorset (England)--Description and travel,,,1982501,1982501#Agent700-20,2,1846,1927,"Moncrieff, A. R. Hope (Ascott Robert Hope)",True,1902,moncrieff a r hope ascott robert hope,"Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927 Black's guide to Dorset, Salisbury, Stonehenge, etc. Contributor Dorset (England)--Description and travel  ","Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927 Black's guide to Dorset, Salisbury, Stonehenge, etc. Contributor",Dorset (England)--Description and travel ,0.6,Black;Contributor;Description;Dorset;England;Salisbury;Stonehenge,True,geography_anthropology_recreation,43.0,37,"Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927"
"Contributor: Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927
Title: A book about dominies: being the reflections and recollections of a member of the profession
Attribution: By Ascott R. Hope [pseud.]
Subjects: Teaching
Provision information: Edinburgh: W.P. Nimmo, 1869; 2d ed.","1001 $aMoncrieff, A. R. Hope$q(Ascott Robert Hope),$d1846-1927.","Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927",Contributor,A book about dominies: being the reflections and recollections of a member of the profession,By Ascott R. Hope [pseud.],"Edinburgh: W.P. Nimmo, 1869 2d ed.",Teaching,,,2525792,2525792#Agent100-12,2,1846,1927,"Moncrieff, A. R. Hope (Ascott Robert Hope)",True,1869,moncrieff a r hope ascott robert hope,"Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927 A book about dominies: being the reflections and recollections of a member of the profession Contributor Teaching  ","Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927 A book about dominies: being the reflections and recollections of a member of the profession Contributor",Teaching ,0.6,Contributor;Teaching,True,education,43.0,37,"Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927"
"Contributor: Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927
Title: Black's guide to Leamington, Warwick, Stratford-on-Avon, Kenilworth & Coventry
Variant titles: Leamington, Stratford-on-Avon, Kenilworth, Warwick
Attribution: edited by A.R. Hope Moncrieff
Subjects: Leamington, England--Guidebooks, 1902; Warwick, England--Guidebooks, 1902; Stratford-on-Avon--Guidebooks, 1902; Kenilworth, England--Guidebooks, 1902; Coventry, England--Guidebooks, 1902
Provision information: London: A. and C. Black, 1902; Ninth edition","7001 $aMoncrieff, A. R. Hope$q(Ascott Robert Hope),$d1846-1927.","Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927",Contributor,"Black's guide to Leamington, Warwick, Stratford-on-Avon, Kenilworth & Coventry",edited by A.R. Hope Moncrieff,"London: A. and C. Black, 1902 Ninth edition","Leamington, England--Guidebooks, 1902; Warwick, England--Guidebooks, 1902; Stratford-on-Avon--Guidebooks, 1902; Kenilworth, England--Guidebooks, 1902; Coventry, England--Guidebooks, 1902",,,1978728,1978728#Agent700-23,2,1846,1927,"Moncrieff, A. R. Hope (Ascott Robert Hope)",True,1902,moncrieff a r hope ascott robert hope,"Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927 Black's guide to Leamington, Warwick, Stratford-on-Avon, Kenilworth & Coventry Contributor Leamington, England--Guidebooks, 1902; Warwick, England--Guidebooks, 1902; Stratford-on-Avon--Guidebooks, 1902; Kenilworth, England--Guidebooks, 1902; Coventry, England--Guidebooks, 1902  ","Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927 Black's guide to Leamington, Warwick, Stratford-on-Avon, Kenilworth & Coventry Contributor","Leamington, England--Guidebooks, 1902; Warwick, England--Guidebooks, 1902; Stratford-on-Avon--Guidebooks, 1902; Kenilworth, England--Guidebooks, 1902; Coventry, England--Guidebooks, 1902 ",0.6,Avon;Black;Contributor;Coventry;England;Guidebooks;Kenilworth;Leamington;Stratford;Warwick,True,,43.0,37,"Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927"
"Contributor: Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927
Title: Black's Guide to Cornwall
Attribution: edited by A.R. Hope Moncreiff
Subjects: Cornwall (England : County)--Description and travel
Provision information: London: A. & C. Black, Ltd, 1915; 22d ed. ...","7001 $aMoncrieff, A. R. Hope$q(Ascott Robert Hope),$d1846-1927.","Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927",Contributor,Black's Guide to Cornwall,edited by A.R. Hope Moncreiff,"London: A. & C. Black, Ltd, 1915 22d ed. ...",Cornwall (England : County)--Description and travel,,,1982491,1982491#Agent700-20,2,1846,1927,"Moncrieff, A. R. Hope (Ascott Robert Hope)",True,1915,moncrieff a r hope ascott robert hope,"Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927 Black's Guide to Cornwall Contributor Cornwall (England : County)--Description and travel  ","Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927 Black's Guide to Cornwall Contributor",Cornwall (England : County)--Description and travel ,0.6,Black;Contributor;Cornwall;County;Description;England;Guide,True,geography_anthropology_recreation,43.0,37,"Moncrieff, A. R. Hope (Ascott Robert Hope), 1846-1927"
